800000,CIFAR10,ReDiffuse,1,1,200,1,100,0.9715697145944445,0.9286800026893616,0.43367999792099
800000,CIFAR10,ReDiffuse,2,1,200,1,50,0.9698268290662794,0.9235600233078003,0.35047999024391174
800000,CIFAR10,ReDiffuse,2,1,200,1,100,0.9715827361590194,0.9255599975585938,0.3797599971294403
800000,CIFAR10,ReDiffuse,3,1,200,1,100,0.9710596970375059,0.9255599975585938,0.43408000469207764
800000,CIFAR10,ReDiffuse,1,1,200,1,50,0.9693681228643533,0.9261199831962585,0.45368000864982605
800000,CIFAR10,ReDiffuse,2,1,200,1,25,0.9697523623121866,0.9210000038146973,0.40648001432418823
800000,CIFAR10,ReDiffuse,3,1,200,1,50,0.9704724257147245,0.9228799939155579,0.4668799936771393
800000,CIFAR10,ReDiffuse,1,1,200,1,100,0.8794015428037916,0.8129600286483765,0.13920000195503235
800000,CIFAR10,ReDiffuse,1,1,200,1,100,0.9621666826873527,0.9138399958610535,0.3129599988460541
800000,CIFAR10,ReDiffuse,1,1,200,1,20,0.967860111932861,0.9198399782180786,0.3799999952316284
800000,CIFAR10,ReDiffuse,3,1,200,1,25,0.9676633046303348,0.9188399910926819,0.4126400053501129
800000,CIFAR10,ReDiffuse,1,1,200,1,100,0.9728345200012644,0.9298800230026245,0.4206399917602539
800000,CIFAR10,ReDiffuse,2,1,200,1,20,0.9663680268221352,0.9196400046348572,0.3452000021934509
800000,CIFAR10,ReDiffuse,1,1,200,1,25,0.969071301351271,0.9247999787330627,0.41839998960494995
800000,CIFAR10,ReDiffuse,3,1,200,1,20,0.9646099997791193,0.9163600206375122,0.3580799996852875
300000,SVHN,ReDiffuse,1,1,200,1,100,0.688114541937435,0.6422799825668335,0.046879999339580536
300000,SVHN,ReDiffuse,1,1,200,1,100,0.6926672136215258,0.6424999833106995,0.03784999996423721
487000,SVHN,ReDiffuse,1,1,200,1,100,0.8293755600099706,0.7535499930381775,0.09950000047683716
